iter	Passed	Remaining
463	739	853
464	740	851
465	742	851
466	743	848
467	744	846
468	745	843
469	745	841
470	747	839
471	747	836
472	748	834
473	749	831
474	750	829
475	751	826
476	752	825
477	753	823
478	754	821
479	755	818
480	757	816
481	758	814
482	759	812
483	760	810
484	761	808
485	762	806
486	765	806
487	767	805
488	768	803
489	770	801
490	771	799
491	772	797
492	773	795
493	774	793
494	779	795
495	780	793
496	781	791
497	782	788
498	783	786
499	784	784
500	784	781
501	785	779
502	786	777
503	787	774
504	788	773
505	790	771
506	793	771
507	794	769
508	795	766
509	796	764
510	797	762
511	798	760
512	799	758
513	800	756
514	805	758
515	807	757
516	808	755
517	809	753
518	810	751
519	812	750
520	813	748
521	814	746
522	818	746
523	819	744
524	820	742
525	821	740
526	822	738
527	823	735
528	823	733
529	824	731
530	825	729
531	827	728
532	829	726
533	831	725
534	831	723
535	832	720
536	833	718
537	834	716
538	835	714
539	836	712
540	837	710
541	838	708
542	840	707
543	841	705
544	842	703
545	843	701
546	845	699
547	846	697
548	846	695
549	847	693
550	848	691
551	849	689
552	850	687
553	851	685
554	852	683
555	853	681
556	855	680
557	856	678
558	857	676
559	858	674
560	860	673
561	861	671
562	862	669
563	864	668
564	866	667
565	867	665
566	869	664
567	870	662
568	872	661
569	873	659
570	875	657
571	876	655
572	877	653
573	878	651
574	886	655
575	887	653
576	889	652
577	895	653
578	896	651
579	897	649
580	898	648
581	899	646
582	900	644
583	902	642
584	903	640
585	904	638
586	905	637
587	906	635
588	908	633
589	909	632
590	942	652
591	944	651
592	947	650
593	950	649
594	952	648
595	959	650
596	960	648
597	962	647
598	963	645
599	965	643
600	967	642
601	984	650
602	985	648
603	986	646
604	987	644
605	988	642
606	988	640
607	989	638
608	990	635
609	992	634
610	994	633
611	995	631
612	996	628
613	997	626
614	997	624
615	998	622
616	999	620
617	1000	618
618	1001	616
619	1001	614
620	1002	611
621	1003	609
622	1006	608
623	1007	606
624	1007	604
625	1008	602
626	1009	600
627	1010	598
628	1010	596
629	1011	594
630	1012	592
631	1013	590
632	1014	588
633	1015	585
634	1016	584
635	1017	582
636	1019	580
637	1020	578
638	1021	576
639	1021	574
640	1022	572
641	1023	570
642	1024	568
643	1025	566
644	1026	564
645	1026	562
646	1027	560
647	1028	558
648	1029	556
649	1031	555
650	1032	553
651	1033	551
652	1034	549
653	1034	547
654	1035	545
655	1036	543
656	1037	541
657	1038	539
658	1039	537
659	1039	535
660	1040	533
661	1041	531
662	1042	530
663	1044	528
664	1045	526
665	1046	524
666	1046	522
667	1047	520
668	1048	518
669	1050	517
670	1050	515
671	1051	513
672	1052	511
673	1053	509
674	1053	507
675	1056	506
676	1057	504
677	1058	502
678	1059	500
679	1060	499
680	1061	497
681	1062	495
682	1063	493
683	1063	491
684	1064	489
685	1065	487
686	1067	486
687	1068	484
688	1071	483
689	1072	481
690	1073	479
691	1073	478
692	1074	476
693	1076	474
694	1077	472
695	1077	470
696	1078	468
697	1079	467
698	1080	465
699	1082	463
700	1084	462
701	1085	460
702	1086	459
703	1087	457
704	1088	455
705	1088	453
706	1089	451
707	1090	449
708	1091	447
709	1092	446
710	1092	444
711	1095	442
712	1097	441
713	1097	439
714	1098	437
715	1099	436
716	1100	434
717	1101	432
718	1102	430
719	1103	428
720	1104	427
721	1105	425
722	1109	425
723	1111	423
724	1112	421
725	1113	420
726	1113	418
727	1114	416
728	1115	414
729	1116	412
730	1117	411
731	1120	410
732	1121	408
733	1122	406
734	1123	404
735	1123	403
736	1124	401
737	1125	399
738	1126	397
739	1127	396
740	1128	394
741	1128	392
742	1129	390
743	1130	389
744	1132	387
745	1133	385
746	1134	384
747	1135	382
748	1136	380
749	1136	378
750	1137	377
751	1138	375
752	1139	373
753	1139	371
754	1140	370
755	1141	368
756	1142	366
757	1145	365
758	1146	363
759	1147	362
760	1147	360
761	1148	358
762	1149	357
763	1150	355
764	1151	353
765	1151	351
766	1152	350
767	1153	348
768	1154	346
769	1155	345
770	1157	343
771	1158	342
772	1159	340
773	1160	338
774	1161	337
775	1162	335
776	1162	333
777	1163	332
778	1164	330
779	1165	328
780	1166	326
781	1166	325
782	1167	323
783	1168	321
784	1170	320
785	1171	319
786	1172	317
787	1173	315
788	1174	314
789	1175	312
790	1176	310
791	1177	309
792	1177	307
793	1178	305
794	1179	304
795	1180	302
796	1181	300
797	1182	299
798	1184	297
799	1185	296
800	1186	294
801	1186	293
802	1187	291
803	1188	289
804	1189	288
805	1190	286
806	1190	284
807	1191	283
808	1192	281
809	1193	279
810	1195	278
811	1196	277
812	1197	275
813	1198	273
814	1199	272
815	1200	270
816	1200	268
817	1202	267
818	1202	265
819	1203	264
820	1204	262
821	1204	260
822	1205	259
823	1206	257
824	1208	256
825	1209	254
826	1210	253
827	1211	251
828	1211	249
829	1212	248
830	1213	246
831	1214	245
832	1215	243
833	1216	242
834	1217	240
835	1217	238
836	1218	237
837	1219	235
838	1221	234
839	1223	232
840	1223	231
841	1224	229
842	1225	228
843	1226	226
844	1226	225
845	1227	223
846	1228	221
847	1229	220
848	1230	218
849	1230	217
850	1231	215
851	1232	214
852	1234	212
853	1235	211
854	1236	209
855	1237	208
856	1237	206
857	1238	205
858	1239	203
859	1240	201
860	1241	200
861	1242	198
862	1242	197
863	1243	195
864	1244	194
865	1246	192
866	1247	191
867	1248	189
868	1250	188
869	1251	186
870	1252	185
871	1252	183
872	1253	182
873	1254	180
874	1255	179
875	1256	177
876	1256	176
877	1257	174
878	1259	173
879	1261	172
880	1262	170
881	1262	168
882	1263	167
883	1264	165
884	1265	164
885	1266	162
886	1266	161
887	1267	159
888	1268	158
889	1268	156
890	1269	155
891	1270	153
892	1272	152
893	1273	151
894	1274	149
895	1275	148
896	1276	146
897	1277	145
898	1278	143
899	1278	142
900	1279	140
901	1280	139
902	1281	137
903	1281	136
904	1282	134
905	1284	133
906	1285	131
907	1287	130
908	1288	128
909	1289	127
910	1290	126
911	1290	124
912	1291	123
913	1292	121
914	1293	120
915	1294	118
916	1295	117
917	1297	115
918	1298	114
919	1299	112
920	1300	111
921	1300	110
922	1301	108
923	1302	107
924	1303	105
925	1304	104
926	1304	102
927	1305	101
928	1306	99
929	1307	98
930	1310	97
931	1311	95
932	1312	94
933	1313	92
934	1314	91
935	1314	89
936	1315	88
937	1316	87
938	1317	85
939	1318	84
940	1318	82
941	1319	81
942	1320	79
943	1323	78
944	1324	77
945	1325	75
946	1325	74
947	1326	72
948	1327	71
949	1328	69
950	1329	68
951	1329	67
952	1330	65
953	1331	64
954	1332	62
955	1333	61
956	1335	59
957	1336	58
958	1337	57
959	1338	55
960	1339	54
961	1340	52
962	1340	51
963	1341	50
964	1342	48
965	1342	47
966	1343	45
967	1344	44
968	1346	43
969	1348	41
970	1349	40
971	1349	38
972	1350	37
973	1351	36
974	1352	34
975	1353	33
976	1354	31
977	1354	30
978	1355	29
979	1356	27
980	1357	26
981	1359	24
982	1360	23
983	1363	22
984	1363	20
985	1365	19
986	1366	17
987	1367	16
988	1368	15
989	1369	13
990	1370	12
991	1373	11
992	1374	9
993	1374	8
994	1375	6
995	1376	5
996	1377	4
997	1378	2
998	1379	1
999	1379	0
